caseId,currentMessage,context,historicalResponse,goldIntent
golden-145,@AmazonHelp What the hell is this? How come a bank comes into the picture where I paid the whole amount from my Amazon Pay Balance? Make yourself aware about your own Amazon Pay Balance otherwise you can't help anyone.,"CUSTOMER: @115821 cheats people, I paid 8999 from my Amazon Pay for a mobile, balance deducted but order cancelled, when I contacted, no help. It's a simple fraud, I am going to sue Amazon India | SUPPORT: @133883 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB | CUSTOMER: @AmazonHelp I am contacting Amazon since 28/11/2107 but no one helps me. I purchased a mobile on the said date, my Amazon Pay balance deducted but order cancelled, I am still waiting for refund | SUPPORT: @133883 I understand you're disappointed, Asif. I apologize about the experience you had with this order so far. We'd like to assist you. Kindly share your details through the link that was provided earlier so that we can take necessary action from our end. ^NK | CUSTOMER: @AmazonHelp OK, I am going use the link but your apology doesn't qualify here, I need my order completed. Why should I pay you more for the same product for no fault of mine. | SUPPORT: @133883 We would our best to make things right for you. Once we have your details with us, we'll work on it right away. ^CB | CUSTOMER: @AmazonHelp I have used the link provided by you and sent the details, now do whatever but I want my order completed, how dare you people try to cheat customers in broad day light. I have Amazon Pay screenshots with me. | SUPPORT: @133883 Thank you for sharing your details. We'll work on it and get back to you with an update via email soon. ^NR | CUSTOMER: @AmazonHelp How this order got cancelled for 'payment declined' reason where my Amazon Pay Balance was 9300 (2500 in money &amp; 6800 in Gifts and Credit )at the time of order and 8999 was deducted? Even no refund made till now for Gifts &amp; Credit money (Rs. 6800). It's simple fraud by Amazon. https://t.co/dJniR2EwvY | CUSTOMER: @AmazonHelp Do you people know the meaning of 'soon'? I am contacting Amazon since 28/11/2107. Still you people claiming soon. It's pathetic. No CCE helps me when I tried to express my concerns. I have all the evidences in the form of Amazon Pay Balance Account Statement screenshots. | SUPPORT: @133883 In this case, it seems your bank delayed in sending the approval or the funds were stuck at their gateway. The charges you're referring is just an authorization which can't be claimed by Amazon.in merchant. ^NR 2/3 | SUPPORT: @133883 Sorry to know the payment was declined. When you place an order Amazon tries to charge the amount on your payment method. There is a certain time frame in which we require approval from your issuing bank. ^NR 1/3 | SUPPORT: @133883 If debited, they'll be refunded back to you by your bank itself within 2-4 business days. Please feel free to revise the payment if you are getting a prompt for it so that the order can be placed. ^NR 3/3 | CUSTOMER: @AmazonHelp Do you understand English? How come question of a bank arise? I have paid with Amazon Pay Balance yes you heard it right Amazon Pay Balance. Is this what you offer as help? | CUSTOMER: @AmazonHelp Did I ask for any charges? Do you understand what you write?","@133883 I'm sorry about the previous Tweet, we would like to know your concern in detail. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right. ^MJ",Payment & Charges
golden-146,"@115830 this is apparently a failed delivery attempt of 3 items, all due last Friday, still waiting despite promises that the items would be delivered Friday evening, Saturday morning, Sunday, Monday, Tuesday, you get the picture !!!!! https://t.co/GIJ1gXAUuF",,@142329 I'm sorry you don't have your parcel! We'd like to help! Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can help fix this. ^TK,Delivery & Tracking
golden-147,"🚨 THIS IS AN ALERT! 🚨

“A KNIGHT’S TALE” IS STREAMING ON @115821 PRIME VIDEO! 

⚔️ YOU’RE WELCOME AND HAPPY THANKSGIVING! ⚔️ https://t.co/lDGVFGko7Y",,"@144293 ""I give to you, the seeker of serenity, the protector of Italian virginity, the enforcer of our Lord God, the one, the only, Sir Ulllrrrich von Lichtenstein!"" -Chaucer ^JD",OTHER / UNCLEAR
golden-148,@115850 please give me 1300 back which i would have saved if ordered from HP. Wanted1 day delivery so choose amazon. Lost money and time https://t.co/z1X46ElJ1N,,@191719 Sorry about that. Kindly drop in your details here: https://t.co/CrPBUNoLbg and we'll work on it. Please don’t provide [1/2],Delivery & Tracking
golden-149,"@AmazonHelp えぇ…
絶対Amazonさんじゃないでしょ(´･ω･`)","CUSTOMER: マイク付きヘッドホンを買って、不良品だった為にAmazonレビューで★1にした時の、店側の対応
 
店「Amazonのレビューを★4〜5にして頂けると助かります。
壊れたヘッドホンと同じのをお送りします。」
 
店「住所、電話番号を教えてください。こちらでAmazonから調べはしません。」
 
嫌がらせかな？ | SUPPORT: @191212 ご迷惑をお掛けしております。該当の注文など詳細を確認した上でご案内させていただきますので、恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN",@191212 突然のリプ失礼いたしました。公式サポートアカウントです。ツイートの件につきましては、詳細を確認した上でご案内させていただきますので、よろしければ、リンクよりお問い合わせください。TN,Account & Security
golden-150,"@115850 your help would really appreciated 
__email__
Yet to get confirmation for the pick up of my motog5plus",,@183935 We're on it! Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon with an update. ^GD,Returns & Refunds
golden-151,My ring light came today and it’s absolute dog shit and now can’t use it on clients tomorrow 😡 @115830 the light doesn’t fit on the stand!!,,"@157204 Oh no, Melissa! That's not good! You can look into available return options here: https://t.co/19NZxhRaKs ^HM",Item Problem
golden-152,@115850 courier did not pick up my call thru d day &amp; nw says unable to contact me. I cld him multpl times as he was non commital to.. 1/2 https://t.co/fBrGPaWhOX,,@161022 Apologies. I’d like to assist you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^NK,Delivery & Tracking
golden-153,@AmazonHelp Still the issue is open....how come its taking so long?,"CUSTOMER: @115850 reg. Ord 404-7091504-9405917. You should have alerted me regarding the deduction to my Amazon Pay Balance before doing so. #sucks | SUPPORT: @121656 I'm sorry but I couldn't follow. Could you please elaborate on your concern? ^HA | SUPPORT: @121656 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA | CUSTOMER: @AmazonHelp Please check my email sent your cs ... and revert. #this #sucks | SUPPORT: @121656 Please tell us what went wrong Rajdeep, so that we can check this for you. ^HN | CUSTOMER: @AmazonHelp I never received an alert that my Amazon pay balance was about to expire. | SUPPORT: @121656 We send an alert 15 and 30 days prior to the expiration to your registered email ID, please check. ^HA | CUSTOMER: @AmazonHelp I recvd for Gift Card Expiry and redeemed to add Rs.1000 to my Pay Balance. Did not recv alert for Pay Balance expiry. Check my email to cs. | SUPPORT: @121656 I'm sorry to know that you did not receive any email. Request you to connect with us here:https://t.co/vlvfJr4nN9. ^OS | CUSTOMER: @AmazonHelp My email interaction with your cs is on...reply pending. Just escalating the matter....to get a positive reply. Please check your cs email. | SUPPORT: @121656 We'll be sure to look into it. Do keep us posted for any further concerns. ^KH | CUSTOMER: @AmazonHelp Please push CS to reply... | SUPPORT: @121656 Thanks for getting in touch with our support team. Kindly wait till you receive an update. Do keep us posted. ^AK (1/2)","@121656 As this is a social media platform, we can't view your account/order details. Sorry for the delay.(1/2)^HR",OTHER / UNCLEAR
golden-154,So @115850 sends me a email @ 8pm saying package out for delivery and will be delivered by end of day. I wonder what time zone is this ?,,"@184608 Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",Delivery & Tracking
golden-155,@AmazonHelp You people took my money and then closed my account saying that I am a fraud this is my only account and I have never used any other.,"CUSTOMER: .@12379, gives a tough fight to Fire TV Stick by participating in the #CutTheCord challenge. Watch now. https://t.co/VfVJg2nHNV | CUSTOMER: @128308 @12379 How much does it cost? | SUPPORT: @277314 If you mean the price of FireStick, please refer here:https://t.co/k127uHWllD. ^HA | CUSTOMER: @128308 @12379 What about screen mirroring lags and data leaks !!! | SUPPORT: @121657 Sorry you're upset with our product. Could you let us know more about this, we'd like to check it out? ^HA | CUSTOMER: @128308 @12379 The worst company of the decade... And the worst Customer service ever... | SUPPORT: @177027 Sorry to see you upset with us. We'd like to make our relationship better, please let us know what went wrong. ^HA | CUSTOMER: @128308 @12379 Amazonने मेरी समस्या का हल नहीं निकला। यहाँ जो माल ग्राहक को भेजा जाता उसमें धोखा धड़ी है। मुझे iPhone डुप्लीकेट भेजा और उसकी शिकायत नहीं | SUPPORT: @183284 Sorry about the trouble you've had with your order. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD | CUSTOMER: @AmazonHelp How many times? I raised a complaint on 15th sep!  Are u guys sleeping??? | SUPPORT: @121657 In that case, I believe we must have already got back to you on this via email. Kindly reply to our email 1/2 ^AB | SUPPORT: @121657 correspondence with further issues/query on this and we'll be happy to take it over from there. 2/2 ^AB | CUSTOMER: @128308 @12379 Choti Company hai | SUPPORT: @158248 That's quite a remark. I would like to help! May I know what went wrong? ^HR | CUSTOMER: @AmazonHelp Abeyy kitni baar? No reply on the email..u crazy or what? 17 days issue raised.. Pathetic ppl | SUPPORT: @121657 Apologies for the inconvenience We'll reach out to you soon. Please refer and revert on the same for further assistance.  ^MK | CUSTOMER: @128308 @12379 Dose it support True Dolby Digital sound?? | SUPPORT: @165808 Yes it does, Dibyendu. ^HD | CUSTOMER: @AmazonHelp Which network (YouTube / Hotstar etc...) will support true Dolby Digital Sound through Amazon Fire Stick?? | SUPPORT: @165808 We understand your concern. Dolby experience, doesn't depend on network. ^SV | CUSTOMER: @AmazonHelp @121657 https://t.co/AOi1fdbxMi | CUSTOMER: @AmazonHelp @277314 Nice | CUSTOMER: @AmazonHelp @121657 #PlayInspire Prayer is bigest inspiration of our life.Only true WAY OF WORSHIP gives hapynes #जैनधर्म_VS_संतरामपालजी
https://t.co/ifNZ9RJMg9 | CUSTOMER: @128308 @12379 Hii | SUPPORT: @169719 How may we help you today? ^HR | CUSTOMER: @172955 @AmazonHelp not the right place to promote your youtube video ! | CUSTOMER: @128308 @12379 Why to sell the firetv stick in India when it's not even getting updated to FireTV OS 6 ?
I brought it and now I'm disappointed seeing this. https://t.co/UVHw76sabd | CUSTOMER: @128308 @12379 Plz help me in screen mirroring,I am unable to mirror mobile screen | SUPPORT: @171206 I'll surely help you. May I know which mobile device are you on currently? ^MM | CUSTOMER: @128308 @12379 Amazon se jo product mangate he. pekit m wo product nahi nikalta. | SUPPORT: @171283 for trouble-shooting. Kindly fill in your details here: https://t.co/beaaDm0muc, we'll look into it. (2/2)^AP | SUPPORT: @171283 Apologies for the inconvenience. Please don't worry. We'd like to work on this and would need some information (1/2)^AP | SUPPORT: @171279 That's quite a remark. I would like to help! May I know what went wrong? ^HR | CUSTOMER: @AmazonHelp iPhone 7 and if it is not supported then help me with any android device such as Moto g 3 or Samsung j5 | SUPPORT: @171206 Our Fire TV support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB | CUSTOMER: @AmazonHelp I have raisedrequest 4 times over the given link by calling them but i am not receiving reply every time they say they have raised the query | SUPPORT: @171206 Sorry for the hassle Keshav. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN | CUSTOMER: @AmazonHelp They never give a call back with a solution | SUPPORT: @171206 Please be assured we'll get in touch with you at the earliest once you fill n your details with the link provided. ^PB | CUSTOMER: @AmazonHelp I have already filled the details , kindly contact me after 6:30 pm IST | SUPPORT: @171206 We've not received your details. Kindly fill in the details again and we'll get back to you soon. ^AP | CUSTOMER: @AmazonHelp @121657 They will never solve ur problem as mine lenovo k8note was cancelled by amazon thrice and it was a prepaid delivery .Amazon is cheating us | CUSTOMER: @121657 @AmazonHelp They have cancelled my order thrice after conforming my order and three times I had paid for the order .their customer care is of no use | CUSTOMER: @121657 @AmazonHelp Amazon is a cheater company guys don't buy anything from Amazon","@177027 Everytime an account is put on hold, specialty team sends you an e-mail . We would request you kindly reply to the same. ^CB",Account & Security
golden-156,@115850 hi why you end no emi cost on PS4 I was about to purchase today😑😬🙄🤔😒😔😕☹️,,@121161 I understand your concern. No cost EMI is applicable on select sellers only. Please referrer to the FAQs 1/2 ^SY,Payment & Charges
golden-157,@115821 Again?!? PLEASE teach your delivery people the proper way to deliver a package! 2nd time in a week that we have had a poor delivery! https://t.co/eMlPDgA4e8,,"@180886 I'm sorry your package was delivered like this! To confirm, which carrier was assigned: https://t.co/Y5jpI9gRhE? ^MV",Delivery & Tracking
